Clean tweet,L,absPolarity,sentiment_polarity,sentiment_subjectivity,tweet,url,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
contI leflgit couldnt stop laughing for like 5 minsHes allwhats gonna happen to MESo I just prevented his pregnancy by accident,False,0.0,0.0,0.0,,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tbh nth pisses me off more than pregnancy coverage by marriage Poor babies cant even carry their fathers name Ever heard of condoms ,False,0.06,-0.06,0.55,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pregnancy Problems  ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Disturbing Yet Funny Pregnancy Photos    ,False,0.13,-0.13,0.9,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
   no Chrissy doesall Terra did was ask why she would try and get Tracy angry about her pregnancy,False,0.5,-0.5,1.0,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Dont you just love the crazy pregnancy dreams,False,0.05,-0.05,0.75,,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Our pregnancy massage improves circulation and overall body tone Book yours 5028953350 ,False,0.0,0.0,0.0,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Would you take a pregnancy test in a bar Amazing FASD prevention trial in Alaska,False,0.6,0.6,0.9,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TBT I miss this so much  pregnancy babygirl ,False,0.2,0.2,0.2,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Are Enemas Safe during Pregnancy  intelligence  tips body detox natural healing,False,0.3,0.3,0.45,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
  kids ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lithium during pregnancy can cause Ebstien anomaly  Apical displacement of tricuspid valve sometimes with ASD USMLE ,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
 Going thru a pregnancy by yourself has got to suck I couldnt imagine,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9 Months of Pregnancy in One Series Of Pictures ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
 Looking for a national calving rate average pregnancy  Any peer reviewed sources Thanks,False,0.25,0.25,0.2,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I added a video to a  playlist  6 Weeks  PREGNANCY VLOG,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Routine Ultrasounds May Detect Autism in Utero  via  autism pregnancy ultrasound,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9 Months of Pregnancy in One Series Of Pictures  ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Renesmee is considered to be Edward and Bellas miracle because of what it took to keep her and her mother alive through the pregnancy,False,0.1,0.1,0.4,,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Beauty Today gt  78191 Home Care Body Skin Treatment Pregnancy Belly Tone Beauty Stretch Ma ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Glee Naya Rivera reveals pregnancy Read more here,False,0.5,0.5,0.5,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 JiChangWook Thinks Healer Had Too Many Intimate Scenes  Read the interview  ,False,0.35,0.35,0.55,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
Unless the pregnancy is a danger to your health you are not obligated to terminate it,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
Pregnancy in PAH Patients Focus of Recent Study  pah pulmonary hyptertension,False,0.0,0.0,0.25,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Great resource re teratogens  we need more info about pregnancy unknowns  life pregtech,False,0.65,0.65,0.63,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 are you speaking of women who purposely get pregnant without the other knowing Or accidental pregnancy as well,False,0.1,0.1,0.44,,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
