sentiment_polarity,sentiment_subjectivity,absPolarity,Clean tweet,L
-0.11,1,0.1125,All I wanna do is get drunk and tweet common sense objections to peoples dumb political views in the most offensive way possible Dreams,
-0.5,0.85,0.5,Im so drunk I climbed into bed Did I even take off my makeup,
-0.71,0.61,0.708333333,Hey location services Go home youre drunk wtf fuckedup terrible ,
0,1,0,I feel like Im always getting drunk alone but idk Im okay with that,
0,1,0, Pepa omfg but no really Leslie  did u save my  when I drunk snapped it to you  lmao,
0.33,0.5,0.333333333,Happy birthday to my brotha hope you had a good one lets get drunk Ceriaco ,
-0.5,1,0.5,mongering MACtion has me drunk,
-0.5,1,0.5,If youre wondering the answer is yes I am drunk again,
-0.31,1,0.3125,It might be the fact that Im mildly drunk but Im extremely proKurdish Stalin,
-0.5,0.75,0.5,Sippin on Coke and rum Im like so what Im drunk,
-0.25,1,0.25,Even when Im so drunk that I cant think I gravitate towards the same person,
-0.17,1,0.166666667, only when im stressed and drunk AF do these thoughts cross my mind,
-0.65,1,0.65,I fucking hate drunk ppl ,
0,1,0,DRUNK OK,
0.15,1,0.15,Ig note me im drunk lolol ,
-0.5,0.82,0.5,  syd was drunk at the senior picnic,
-0.15,1,0.15,Dunno how to deal with drunk friends Actually I just prefer to scurry Too sober for that shit,
0.05,0.82,0.05,Im kind of drunk,
0.15,1,0.15, are you drunk lol,
0.25,1,0.25,Dammit No Im drunk and talking biblically Peace out,
0.24,0.83,0.24,Why Hakeem sound like a drunk ass Young Thug This battle better be good  Empire,
-0.5,1,0.5, Ethan is drunk,
-0.57,1,0.565178571,Really sick of hearing this shit oh you called me at 4am drunk Well I thought of YOU I didnt take anyone else home that night,
-0.17,0.68,0.17,Shes either high or drunk mimi Empire,
-0.05,1,0.05,Everyone gets drunk and just keeps telling me youre so beautiful Tay Tay I just cant stop staring at you Its kinda creepy ,
-0.5,0.78,0.5, us when were drunk ,
0.25,0.85,0.25,I give out tha best dick when Im drunk ,
-0.5,0.58,0.5, if u arent drunk it does not sum up how you feel,
-0.5,1,0.5,     GeorgeW was MIA and drunk  Pappi kept him from being dishonorably discharged,
-0.55,0.81,0.55,Im too drunk to taste this chicken  Col Sanders,
0.03,0.8,0.033333333,id rather be drunk with your love instead of being sober without it,
-0.2,1,0.2,A Drunk Speak A Sober Mind Pay Attention,
-0.5,1,0.5,I think this wine has been drunk before,
-0.45,0.75,0.45,My mom thinks my brother hella tired of work but this nigga drunk af ,
-0.15,1,0.148, what a night A drunk mom a high emo and Leah was fucking calm as shit wtf shes 2 perf,
-0.5,1,0.5,  I changed my avi to a drunk group picture of you,
-0.02,0.8,0.016666667,Not a good topic to talk about drunk Whos got happy stuff,
-0.5,1,0.5, lets get drunk asf together so i can kiss you and blame it on the alcohol or blame it on the fact Im feelin ujus faded,
-0.31,1,0.3125, no more drinking haha ur driving on gta an shooting is bad when ur drunk x,
-0.07,1,0.072916667,  them shits be lit u would love it bro Sloppy drunk white hoes,
0.1,1,0.1,Happy birthday to my favorite person on this fucking planet welcome to the 21 club cant wait to get you drunk ,
-0.5,0,0.5,Whyd you come to practice drunk,
0.35,0.55,0.352, Youre welcome Have fun and dont get to drunk or high lol ,
-0.63,0.6,0.625,Go home Lara your drunk LaraCroftRelicRun WindowsPhone ,
-0.5,0.95,0.5,SO WHAT WE GET DRUNK SO WHAT WE SMOKE WEED WEREE JUST HAVING FUNN,
-0.5,1,0.5,I will forever resent myself for not monetizing my habit of getting drunk on wine and griping about things wineaboutit ,
0.2,1,0.2,The struggle to not drunkanswer work emails at night is REAL,
-0.5,1,0.5, smh you be drunk is hell dont you grandad ,
0.08,1,0.08,Happy birthday to the loud drunk white chicks next door,
0.25,0.83,0.25, When not drunk that is x,
-0.5,1,0.5,to end this quicker Ill leave you in my trunk  drunk with no fingers,
0.08,0.95,0.083333333,Im pretty sure that this person in the car in front of us are drunk,
-0.25,0.84,0.25, we gotta get drunk and watch Grease and sing the songs at ignorant levels  only way how,
-0.03,0.25,0.03, I say we have an ber car ready for the drive to the hotel Till then lets play a game First ome drunk wins,
-0.25,1,0.25,The only thing about working in a nightclub when I finish all my friends buy me drinks so I come accidentally home drunk,
-0.5,1,0.5,Im drunk  horny  and angry ,
0,1,0,Lil Wayne Feat Chrisitina Milian  Drunk In Love Remix  BeyoncVibe,
-0.5,0.9,0.5,Im drunk on a Wednesday its whatever  drink some water babe ,
-0.5,1,0.5,cant wait 2 get drunk ,
-0.25,0.62,0.25, that Rosatis has seen plenty of tears Drunk white girl tears but still,
-0.17,1,0.166666667, THIRD PERSON NOT SECOND PERSON MT DRUNK ASS BRAIN DOESNT WORK,
-0.25,1,0.25,winee drunk me talks in 3rd person ,
-0.46,1,0.458333333,Girls that get sloppy drunk and make fools of themselves on snapchat every weekend need to stop,
-0.5,1,0.5,my followers seem to be telling me that Tinder is a legit Dating app not just for hookups  drunk or otherwise  agree disagree  MTCH,
-0.08,0.69,0.083333333, I dare you to trace your hand and make a turkey when youre super drunk idk whyDareToATweep,
-0.5,0.8,0.5,Math book go home Youre drunk ,
-0.5,0.6,0.5,17 and drunk tom foolery,
-0.45,0.75,0.45,Guys I cant tell you how much passionate hate I have for drunk driving,
-0.07,1,0.066666667,  well what the fuck hell for show the message about the good drunk,
-0.14,1,0.141666667, Guess I better hie myself over to comments At least Boehner could always claim he was drunk and get a sympathy pass,
-0.5,0.5,0.5,someone pls get drunk with me,
0.28,0.54,0.275,Honestly some of Dennis Quaids best work in the last decade has been on DRUNK HISTORY,
0.15,1,0.15,Lol when kat goes  drunk shopping and buy things she would never think of wearing,
-0.5,1,0.5,Galaxy hut convos table of guys interracial marriageok or nohowd you meet your wife Drunk  gas station after a Clutch show,
-0.5,1,0.5, can I get drunk with you,
-0.5,1,0.5,Watching PDs try to do superdiabolical psyops on Twitter is like watching a drunk moose try to rollerskate,
-0.5,0.77,0.5,chris but yes lets get drunk,
0,1,0,Word to momma love I could walk in any spot at 2 and leave at 4 am 104st 39ave side of corona library Mexican drunk,
-0.6,0.75,0.6, WHO LET YOU DRUNK BUS HOME YOU HAVE BAD BABYSITTERS,
-0.17,0.55,0.17,i think theyre drunk or high or something,
-0.5,0.56,0.5,Doing Uber Drunk Couple They started to make out All I could think about was Taxi Cab Confessions,
-0.46,0.75,0.46,Im going to start randomly auditioning to be on drunk history by further annoying my friends with nerdy drunk stories,
0.03,0.55,0.033333333,I hope Im drunk when I die lol cause this shit lit,
0.1,1,0.1,Get drunk in the good life I could take you to paradise Say youll never let me go,
-0.5,1,0.5,My phone needs to have drunk mode so I can stop digging myself a hole,
-0.5,0,0.5,  you look really drunk just saying,
-0.5,1,0.5,Im tryna get drunk tonight,
-0.3,0.55,0.3,jello Radio 1STEREO Sorry Im a bit drunk and thats an old Radio 1 jingle ,
-0.19,1,0.1921875,we are  present the 4th anniversary event please come and enjoy with us until get drunk ,
0.03,1,0.033333333,Me complaining to my waiter for 10 straight minutes about the bartender going light on the whiskey may be a sign that Im wrongamp drunk,
-0.15,1,0.15, Santiago wants us to get drunk ,
0.25,1,0.25,The best part of being that drunk is trying to get the straw with my tongue lmfao what,
-0.5,0.85,0.5,Tryin a get me drunk  Then I wont learn anything speakerdinner,
-0.5,1,0.5,DRUNK MAC COVER HERE,
-0.25,0.55,0.25, i only rap when Im drunk and its just a bunch of funky punchlines,
0,1,0,Lil Wayne Feat Chrisitina Milian  Drunk In Love Remix,
-0.17,1,0.166666667,Between Drunk Loser Bar and Grill next door and street cleaning I havent slept since Friday I think I might have to finally move,
0.1,0,0.1,Id rather just chill with my friends than get blackout drunk and not even remember the good time I had,
-0.2,1,0.2,I swear to god if I come back from deployment and this country is as fucked up as it currently is Im gonna be pissed,
-0.5,1,0.5,  Just look at them and assume you were drunk when you were drawing it,
1,1,1, yep Plays a lawyerVietnam vetdrunk Best character on the show,
-0.5,0.8,0.5,Cookie look like that aunty who gets drunk at the cookout ,
-0.25,0.3,0.25,Kudzy smh Such disrespect Was he drunk ,
-0.5,0.8,0.5,Being friends w my drunk ass is like ,
-0.25,1,0.25,Now whenever Im watching a documentary about American history theres always a weird moment when I realize the narrator isnt drunk,
-0.34,0.77,0.3375,I am so drunk I cant stop giggling Ima Mess,
-0.5,1,0.5, I am both stuck AND drunk on that game,
-0.5,1,0.5,Rose778  I know rite I think she might have been drunk lol,
-0.5,0.75,0.5,Accidentally getting drunk on weekdays is kinda my specialty,
0.15,1,0.15,Luscious dance like me when Im drunk lol,
0.01,0.58,0.0125,Eliminated in first round Still entertaining to watch 16 extremely drunk people play,
-0.65,0.59,0.65,uhh i hate talking to my mom when shes drunk ,
-0.5,1,0.5, woah Alexis dont try be puttin hypothetical labels on what we are now I was drunk ,
-0.25,0.8,0.25,Dani Maybe if you get him drunk enough hell just give it to you Me and Bree Hehehehehehehehhehehe Daniwhat,
-0.5,0.72,0.5,did I just cry while watching that video of drunk girls receiving puppies maybe,
0.05,0.77,0.05,3am and Im drunk as hell and dancing on my own,
0,1,0,every time a friend tells me they love me out of nowhere I automatically assume theyre drunk ,
-0.5,1,0.5, a are you drunk but iiii loooveeee youuuu tooooooo,
0.01,0.75,0.0125, haha a its cool Im already drunk because I came to red lobster,
-0.39,1,0.38828125,  IM SO READY TO WATCH IT DRUNK ASF,
0,1,0,buttery popcorn is my favorite drunk snack,
-0.5,1,0.5,Healing voiceOf the WordsScattered by poetsTo wash Their panDrunk on Poetry am livingClinging to eachWord  am breathngpoem,
-0.3,1,0.3,Andre Roberson makes that last three Drunk guy behind me slurs This is our yearrr mannn,
0,0.5,0,The only person that can roll a blunt better than me on earth is me drunk pearlordiegang,
-0.5,1,0.5, I knew it was yo drunk ass,
-0.5,1,0.5,McHale has to be getting drunk as hell tonight pissing and defecating on photos of James Dwight Ty and Daryl,
-0.5,1,0.5,Courtney got so wine drunk tonight she started singing pussycat dolls during dinner ,
-0.5,1,0.5,Just three chicks getting drunk on wine amp singing Ariana Grande,
-0.25,1,0.25,cut myself to ribbons kinda night but thankfully im drunk enough to just check out night guys,
-0.25,1,0.25,Hahahaahahahahaha ima be getting smashed by myself in my dorm regularly just drunk AF rolling around whatsadrycampus getoffme nolife,
-0.5,0.75,0.5,Andy because you wouldnt even entertain the idea you passed it off as simply drunk college pranks,
0.27,1,0.266666667,so that cookie part of the beat aint part of a real life song tho   lucky I cant remember the song,
0.1,1,0.1,Justin Timberlake Drunk amp Talkin Shit To The Paparazzi Is The Best Justin Timberlake ChrisStapleton JessicaBiel JimmyFallon JT Sa,
0,0.83,0,Robertson22 drunk Hurry up and get a phone fam,
-0.17,1,0.166666667,shalyce  dude obviously her page private and I dont follow her  you drunk,
-0.5,1,0.5,Sevy or if Im drunk,
-0.5,1,0.5,snobbishwench KING must have been drunk smh,
-0.25,1,0.25,That last tweet was in my drafts from when I was drunk ,
-0.5,0.67,0.5,When your grandma drunk and you trying to go to sleep ,
0.1,1,0.1, lmao thats me but I sit in the shower when Im drunk and nap while the shower is on haha,
-0.33,1,0.327777778,I WILL BREAK A BITCH DOWN drunk kenz,
-0.5,1,0.5,When youre drunk on 6th and you want the DJ to play trap instead of house so you hold up this sign at him ,
-0.35,0.49,0.35,Im drunk as shit  I forgot about empire,
0.03,0.74,0.033333333, fak u man lol when they lose Im gonna drunk snapchat u and talk so much shit jAjAjA,
-0.5,1,0.5,Jamal is giving drunk Miguel realness,
0,0.67,0,remembers the scene where peeta goes apeshit and throws out all the alcohol when alcohol has more uses besides getting drunk kill me,
-0.5,0.62,0.5,This song is giving me a techno drunk text after the rave tea,
-0.5,1,0.5,Gettin drunk on a Wednesday,
0.15,0.75,0.15,I cant taste the henny in this tea  my mom tryna get me drunk lol,
0.43,0.8,0.433333333,mccoy I was strongly recommending it,
-0.5,1,0.5,Find My Drunk Friends now in iTunes toronto vancouver,
0,1,0,drunk in love  lover,
-0.23,1,0.233333333,He really drunk the same thing everyday all day ,
-0.5,0.8,0.5, drunk tonight ,
-0.5,1,0.5,IWouldSleepMoreBut drunk,
-0.65,1,0.65,Fucking hate drunk drivers,
0,0.8,0,I love AutoCorrect when Im drunk,
-0.5,1,0.5, your drunk loooooool goooo sleeeeep,
0.03,1,0.033333333,I was drunk as shit yesterday lol,
-0.5,1,0.5,concerts and drunk af ,
-0.5,0.53,0.5, please please please Weve never been drunk together,
-0.5,0.85,0.5, they were going to but nobody could find him turns out he was passedout drunk in an alley pouliotparty Letsgopens,
0.5,1,0.5,We get drunk all the time Sometimes not with the best drinks Sometimes not with the best company,
0,0.95,0,drunk history is beyond entertaining,
-0.15,1,0.15,I just want it to be the weekend already Im ready to get drunk,
-0.5,1,0.5,  Gotta be haram asf to get drunk on zam zam,
-0.5,0.9,0.5,Im drunk AMA,
-0.13,0.5,0.125,you drunk is the funniest thing ever youre really funny and trustworthy tho,
-0.5,1,0.5,I just wanna get drunk and go to sleep tbh,
0.15,0.84,0.15, be drunk on stream rn lol,
-0.43,0.9,0.433333333,trust me hell get drunk and beat his wife tonight because he was too chicken shit to confront another grown man online,
0.09,0.77,0.0875, welcome to twittter drunk tyler,
-0.55,1,0.55,Im to drunk to taste this chicken  Carnell Sanders ,
-0.4,0.61,0.4, Maria Im drunk is at least one of everyones tops,
-0.13,1,0.133333333, dont get drunk n fuck it up this time ,
-0.5,0.75,0.5,JLaw says she got really drunk for sex scenes with Chris Pratt JCEntertainment ,
0.15,1,0.15, drunk off Kryst Spit hotlines like this lol,
0.15,0.8,0.15, getting drunk and working lol,
-0.5,1,0.5,Find My Drunk Friends app now finds bars and restaurants too greatfood,
-0.5,0.65,0.5, lmfao are you drunk,
-0.5,0.8,0.5,If youre gonna get drunk  please dont get in your car and drive You may be risking someone their life  RIP B,
0,1,0, Mildly Drunk PUT MORE WHISKEY IN YOUR FACEHOLE,
0.34,0.77,0.343809524,Foolish I gotta sit in my wonderful uniform and walk around and make sure  nobody is 2 drunk raping or killing anybody easy right,
0,1,0,Also Thank god for SSGNs 150 tomahawk missiles That levels any city I dont care who you are,
-0.5,1,0.5,If youve never gotten drunk off fancy wine in your sweatpants and listened to Beyonce to feel empowered youre doing college wrong ladies,
-0.5,0.82,0.5,Or just drunk,
-0.63,1,0.625,I wanna get drunk ,
0.15,0.83,0.15,She drunk lol,
-0.45,0.8,0.45,PSA Wilmington got your bitch drunk as fuck,
